Height, Width, X, Y, Weight, Density, Too Long, Too Small
23, 5, 1245, 825, 53, 0.4608695652173913, True, False
25, 5, 1400, 751, 53, 0.424, True, False
19, 5, 954, 688, 53, 0.5578947368421052, True, False
16, 5, 1611, 1389, 52, 0.65, True, False
20, 5, 1697, 1145, 52, 0.52, True, False
11, 11, 637, 1648, 51, 0.4214876033057851, False, False
13, 6, 1928, 1618, 50, 0.6410256410256411, False, False
26, 4, 1333, 547, 50, 0.4807692307692308, True, False
31, 3, 1963, 226, 50, 0.5376344086021505, True, False
13, 9, 3221, 166, 50, 0.42735042735042733, False, False
19, 5, 1701, 1015, 48, 0.5052631578947369, True, False
22, 4, 1102, 696, 48, 0.5454545454545454, True, False
12, 8, 3246, 596, 48, 0.5, False, False
21, 5, 2365, 508, 48, 0.45714285714285713, True, False
10, 11, 565, 1637, 47, 0.42727272727272725, False, False
10, 9, 2377, 981, 47, 0.5222222222222223, False, False
18, 5, 879, 725, 47, 0.5222222222222223, True, False
18, 5, 1541, 1123, 46, 0.5111111111111111, True, False
22, 5, 1313, 993, 46, 0.41818181818181815, True, False
21, 4, 1705, 901, 46, 0.5476190476190477, True, False
23, 4, 1957, 438, 46, 0.5, True, False
27, 3, 1647, 280, 46, 0.5679012345679012, True, False
17, 6, 2438, 1487, 45, 0.4411764705882353, False, False
8, 9, 3208, 446, 45, 0.625, False, False
20, 4, 1324, 771, 44, 0.55, True, False
25, 4, 2368, 364, 44, 0.44, True, False
9, 9, 3203, 268, 44, 0.5432098765432098, False, False
25, 3, 2373, 106, 44, 0.5866666666666667, True, False
20, 4, 1450, 1478, 43, 0.5375, True, False
18, 5, 1618, 1158, 43, 0.4777777777777778, True, False
5, 18, 606, 602, 43, 0.4777777777777778, True, False
10, 7, 3257, 576, 43, 0.6142857142857143, False, False
22, 4, 2449, 574, 43, 0.48863636363636365, True, False
23, 3, 1796, 535, 43, 0.6231884057971014, True, False
11, 6, 1769, 1399, 42, 0.6363636363636364, False, False
10, 9, 2319, 1122, 42, 0.4666666666666667, False, False
19, 5, 866, 958, 42, 0.4421052631578947, True, False
21, 5, 1393, 926, 42, 0.4, True, False
19, 4, 1172, 804, 42, 0.5526315789473685, True, False
8, 11, 3178, 375, 42, 0.4772727272727273, False, False
19, 4, 1448, 1549, 41, 0.5394736842105263, True, False
17, 6, 945, 854, 41, 0.4019607843137255, False, False
19, 4, 952, 730, 41, 0.5394736842105263, True, False
19, 3, 1107, 574, 41, 0.7192982456140351, True, False
27, 3, 2037, 470, 41, 0.5061728395061729, True, False
8, 15, 622, 363, 41, 0.3416666666666667, False, False
15, 5, 2011, 1664, 40, 0.5333333333333333, True, False
8, 9, 586, 909, 40, 0.5555555555555556, False, False
6, 17, 3217, 555, 40, 0.39215686274509803, False, False
21, 4, 1958, 414, 40, 0.47619047619047616, True, False
11, 6, 3188, 243, 40, 0.6060606060606061, False, False
12, 7, 3216, 208, 40, 0.47619047619047616, False, False
15, 5, 2439, 1469, 39, 0.52, True, False
11, 5, 1694, 1242, 39, 0.7090909090909091, False, False
8, 9, 2172, 1159, 39, 0.5416666666666666, False, False
19, 3, 1468, 1014, 39, 0.6842105263157895, True, False
21, 4, 1178, 665, 39, 0.4642857142857143, True, False
16, 4, 1714, 614, 39, 0.609375, True, False
24, 3, 2201, 420, 39, 0.5416666666666666, True, False
16, 4, 1530, 1450, 38, 0.59375, True, False
12, 6, 2283, 1052, 38, 0.5277777777777778, False, False
8, 12, 2200, 946, 38, 0.3958333333333333, False, False
16, 4, 883, 667, 38, 0.59375, True, False
21, 3, 1487, 509, 38, 0.6031746031746031, True, False
23, 3, 2203, 347, 38, 0.5507246376811594, True, False
21, 3, 2207, 168, 38, 0.6031746031746031, True, False
18, 3, 1465, 1124, 37, 0.6851851851851852, True, False
20, 3, 2036, 502, 37, 0.6166666666666667, True, False
8, 10, 3179, 322, 37, 0.4625, False, False
19, 4, 1377, 1338, 36, 0.47368421052631576, True, False
18, 3, 960, 583, 36, 0.6666666666666666, True, False
26, 3, 1961, 317, 36, 0.46153846153846156, True, False
15, 3, 1619, 1177, 35, 0.7777777777777778, True, False
6, 14, 2281, 1168, 35, 0.4166666666666667, False, False
15, 3, 1703, 993, 35, 0.7777777777777778, True, False
13, 4, 865, 990, 35, 0.6730769230769231, True, False
7, 11, 661, 924, 35, 0.45454545454545453, False, False
15, 4, 947, 819, 35, 0.5833333333333334, True, False
17, 4, 2366, 491, 35, 0.5147058823529411, True, False
15, 3, 2200, 489, 35, 0.7777777777777778, True, False
23, 2, 1877, 486, 35, 0.7608695652173914, True, False
13, 5, 2440, 1368, 34, 0.5230769230769231, False, False
12, 5, 2441, 1227, 34, 0.5666666666666667, False, False
9, 8, 2326, 1117, 34, 0.4722222222222222, False, False
14, 3, 2118, 484, 34, 0.8095238095238095, True, False
19, 3, 1646, 326, 34, 0.5964912280701754, True, False
18, 2, 1420, 245, 34, 0.9444444444444444, True, False
13, 4, 1764, 1638, 33, 0.6346153846153846, True, False
12, 5, 2439, 1433, 33, 0.55, False, False
5, 9, 618, 960, 33, 0.7333333333333333, False, False
12, 4, 1625, 954, 33, 0.6875, True, False
4, 10, 1072, 1713, 32, 0.8, False, False
10, 6, 1846, 1624, 32, 0.5333333333333333, False, False
11, 6, 2438, 1446, 32, 0.48484848484848486, False, False
8, 6, 1534, 1280, 32, 0.6666666666666666, False, False
15, 5, 930, 1165, 32, 0.4266666666666667, True, False
7, 10, 2294, 960, 32, 0.45714285714285713, False, False
16, 3, 2531, 952, 32, 0.6666666666666666, True, False
19, 3, 1021, 852, 32, 0.5614035087719298, True, False
19, 3, 1488, 472, 32, 0.5614035087719298, True, False
19, 3, 2206, 236, 32, 0.5614035087719298, True, False
9, 6, 2349, 1687, 31, 0.5740740740740741, False, False
7, 12, 659, 1152, 31, 0.36904761904761907, False, False
15, 4, 1388, 1069, 31, 0.5166666666666667, True, False
9, 6, 2371, 965, 31, 0.5740740740740741, False, False
20, 3, 1317, 948, 31, 0.5166666666666667, True, False
17, 3, 877, 786, 31, 0.6078431372549019, True, False
15, 3, 1258, 571, 31, 0.6888888888888889, True, False
16, 4, 1795, 559, 31, 0.484375, True, False
18, 3, 2370, 289, 31, 0.5740740740740741, True, False
16, 3, 1729, 124, 31, 0.6458333333333334, True, False
8, 9, 1185, 1746, 30, 0.4166666666666667, False, False
11, 4, 2180, 1679, 30, 0.6818181818181818, False, False
9, 9, 622, 1666, 30, 0.37037037037037035, False, False
13, 4, 1293, 1513, 30, 0.5769230769230769, True, False
11, 6, 2438, 1457, 30, 0.45454545454545453, False, False
7, 8, 2310, 1123, 30, 0.5357142857142857, False, False
7, 5, 2199, 1035, 30, 0.8571428571428571, False, False
7, 9, 2340, 1001, 30, 0.47619047619047616, False, False
6, 10, 2228, 981, 30, 0.5, False, False
14, 3, 2531, 936, 30, 0.7142857142857143, True, False
16, 3, 1639, 530, 30, 0.625, True, False
16, 3, 2119, 463, 30, 0.625, True, False
17, 2, 1879, 423, 30, 0.8823529411764706, True, False
19, 3, 1489, 416, 30, 0.5263157894736842, True, False
9, 7, 1682, 1612, 29, 0.4603174603174603, False, False
11, 5, 1296, 1422, 29, 0.5272727272727272, False, False
14, 5, 1378, 1321, 29, 0.4142857142857143, False, False
9, 8, 2032, 1239, 29, 0.4027777777777778, False, False
10, 6, 2338, 1109, 29, 0.48333333333333334, False, False
11, 6, 2197, 1000, 29, 0.4393939393939394, False, False
10, 6, 2244, 964, 29, 0.48333333333333334, False, False
7, 9, 2288, 931, 29, 0.4603174603174603, False, False
19, 2, 1644, 408, 29, 0.7631578947368421, True, False
17, 3, 1569, 296, 29, 0.5686274509803921, True, False
12, 3, 2206, 222, 29, 0.8055555555555556, True, False
16, 3, 2208, 152, 29, 0.6041666666666666, True, False
10, 6, 2010, 1652, 28, 0.4666666666666667, False, False
15, 4, 859, 1124, 28, 0.4666666666666667, True, False
17, 4, 1022, 812, 28, 0.4117647058823529, True, False
12, 4, 1250, 744, 28, 0.5833333333333334, True, False
11, 3, 1874, 580, 28, 0.8484848484848485, True, False
18, 3, 2038, 438, 28, 0.5185185185185185, True, False
17, 3, 1645, 374, 28, 0.5490196078431373, True, False
17, 3, 2290, 115, 28, 0.5490196078431373, True, False
9, 6, 956, 1762, 27, 0.5, False, False
7, 11, 616, 1715, 27, 0.35064935064935066, False, False
9, 6, 1370, 1474, 27, 0.5, False, False
10, 6, 1460, 1182, 27, 0.45, False, False
7, 9, 2425, 967, 27, 0.42857142857142855, False, False
7, 6, 2282, 922, 27, 0.6428571428571429, False, False
14, 3, 1318, 917, 27, 0.6428571428571429, True, False
14, 4, 1097, 812, 27, 0.48214285714285715, True, False
12, 4, 1323, 797, 27, 0.5625, True, False
15, 3, 1176, 722, 27, 0.6, True, False
15, 3, 1180, 621, 27, 0.6, True, False
16, 2, 1335, 529, 27, 0.84375, True, False
20, 3, 1805, 225, 27, 0.45, True, False
16, 3, 2045, 165, 27, 0.5625, True, False
17, 3, 2126, 152, 27, 0.5294117647058824, True, False
16, 3, 2208, 135, 27, 0.5625, True, False
9, 11, 1151, 1704, 26, 0.26262626262626265, False, False
13, 4, 2265, 1689, 26, 0.5, True, False
12, 4, 2530, 1037, 26, 0.5416666666666666, True, False
15, 4, 1313, 1034, 26, 0.43333333333333335, True, False
12, 4, 865, 1005, 26, 0.5416666666666666, True, False
10, 5, 1783, 1000, 26, 0.52, False, False
15, 4, 2200, 466, 26, 0.43333333333333335, True, False
